,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,wine_id,name,vintage,wine_type,grape_simple,rating_num,kprice,Winery,Grapes,Region,Alcohol content,Pairings,imgurl,rec_id
1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,Boal 10 Years Old Madeira,2016,Fortified Wine,Boal Branco,612 ratings,"60,877",Justino's Madeira,100% Boal Branco,Portugal / Terras Madeirenses / Madeira,19.0,"['Sweet desserts', 'Appetizers and snacks']",//images.vivino.com/thumbs/c11evv0CT8-80Xjw7M5Ymg_pb_x600.png,"1580, 1871, 1561, 1916, 1586, 1980"
1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,Kerner,2020,White wine,Kerner,626 ratings,"41,035",Abbazia di Novacella (Stiftskellerei Neustift),100% Kerner,Italy / Trentino-Alto Adige / S筌_tirol - Alto Adige,13.5,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/Lc2lPSipSLCl_TaWIncj9w_pb_x600.png,"1981, 421, 1260, 319, 259, 958"
1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,Chianti Classico,2019,Red wine,Sangiovese,661 ratings,"50,731",Fontodi,100% Sangiovese,Italy / Toscana / Chianti / Chianti Classico,14.0,"['Beef', 'Veal', 'Poultry']",//images.vivino.com/thumbs/mkJY0pTUQ1qMmdjMOrHIzA_pb_x600.png,"1345, 1211, 1391, 308, 895, 1439"
1642,1642,1642,1642,1642,1642,1642,1642,1642,1642,Murmure Blanc de Blancs Brut Nature Champagne Premier Cru,2016,Sparkling wine,Chardonnay,658 ratings,"62,281",J.L. Vergnon,100% Chardonnay,France / Champagne / Champagne Premier Cru,12.0,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/HvDv-yRfQVas5fg78wry2A_pb_x600.png,"557, 1603, 458, 860, 332, 1319"
1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,Valdobbiadene Superiore di Cartizze Dry,2016,Sparkling wine,Glera,678 ratings,"55,691",Adami,100% Glera,Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco,11.0,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",//images.vivino.com/thumbs/IS_HAe1VQ1G5aJGLcrLQGQ_pb_x600.png,"62, 301, 1147, 431, 28, 1761"
1644,1644,1644,1644,1644,1644,1644,1644,1644,1644,Blanc de Noirs Champagne,2016,Sparkling wine,Blend,708 ratings,"118,372",Palmer & Co.,"Pinot Meunier, Pinot Noir",France / Champagne,12.0,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/WKqeo4AlRZ2EcwQ5CtXFwA_pb_x600.png,"333, 72, 1427, 1464, 1389, 1585"
1645,1645,1645,1645,1645,1645,1645,1645,1645,1645,La Copa Vermouth,2016,Fortified Wine,Pedro Ximenez,143 ratings,"36,075",Gonzalez-Byass,100% Pedro Ximenez,Spain / Andaluc筌_ / Jerez-X筌_筌_-Sherry,15.5,,//images.vivino.com/thumbs/3wwiAx9EQRC26P-gm5K8Tg_pb_x600.png,"8, 15, 23, 31, 38, 41"
1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,Chambolle-Musigny,2014,Red wine,Pinot Noir,139 ratings,"140,919",Amiot-Servelle,100% Pinot Noir,France / Bourgogne / C筌_e de Nuits / Chambolle-Musigny,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/cRXA_SKxQCa6LhS6pKCW2A_pb_x600.png,"76, 1365, 478, 943, 1055, 473"
1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,Sauvignon Blanc,2021,White wine,Sauvignon Blanc,138 ratings,"18,345",The Better Half,100% Sauvignon Blanc,New Zealand / South Island / Marlborough,13.5,"['Shellfish', 'Vegetarian', 'Goat cheese']",//images.vivino.com/thumbs/ERQ1Z2nwS3ew-eQWqEVdOg_pb_x600.png,"157, 1027, 146, 1837, 1828, 736"
1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,Old Vine Zinfandel,2019,Red wine,Zinfandel,65 ratings,"33,820",Ravenswood,100% Zinfandel,United States / California / Central Valley / Lodi,13.5,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/3GlwuouLT8yNdbxT7OUSKw_pb_x600.png,"240, 677, 1154, 835, 1890, 137"
1649,1649,1649,1649,1649,1649,1649,1649,1649,1649,Sauvignon,2018,White wine,Sauvignon Blanc,57 ratings,"37,202",Hubert de Bo筌_rd,Sauvignon Blanc,France / Bordeaux,13.5,"['Pork', 'Vegetarian', 'Poultry', 'Appetizers and snacks', 'Lean fish']",//images.vivino.com/thumbs/cSQ3uejjS0qxMs8IfZqThA_pb_x600.png,"392, 1819, 1817, 341, 568, 1412"
1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,Twelve Clones Pinot Noir,2019,Red wine,Pinot Noir,57 ratings,"65,386",Morgan,100% Pinot Noir,United States / California / Central Coast / Monterey County / Santa Lucia Highlands,14.2,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/ikDKG2wPQ5KQX5aTWmpuJQ_pb_x600.png,"213, 874, 1926, 1921, 1491, 666"
1651,1651,1651,1651,1651,1651,1651,1651,1651,1651,Bourgogne Ce_es d'Auxerre 'La Ronce',2018,Red wine,Pinot Noir,57 ratings,"76,947",Goisot,Pinot Noir,France / Bourgogne / Bourgogne C筌_es d'Auxerre,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/fUEtzsO2Sgqj8rrq06W2vw_pb_x600.png,"1206, 1626, 193, 1689, 446, 1433"
1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,Beaujolais-Leynes 'Le Clos',2017,Red wine,Gamay,58 ratings,"51,356",Ch筌_eau de Lavernette,Gamay,France / Beaujolais,13.5,"['Pasta', 'Veal', 'Pork', 'Poultry']",//images.vivino.com/thumbs/5uknGJCgT5aZZsqYBcz2VA_150x200.jpg,"1652, 1021, 296, 1786, 212, 468"
1653,1653,1653,1653,1653,1653,1653,1653,1653,1653,Branco,2020,White wine,Sauvignon Blanc,59 ratings,"29,762",Quinta da Devesa,Sauvignon Blanc,Portugal / Duriense / Douro,13.5,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/ByXli0-8S1O4oTgDekzhOg_pb_x600.png,"1472, 977, 975, 1718, 1583, 500"
1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,Shiraz,2019,Red wine,Shiraz/Syrah,61 ratings,"38,945",Heirloom Vineyards,Shiraz/Syrah,Australia / South Australia / Barossa,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/2EsmvedsT26aCXCBqwIHrA_pb_x600.png,"1755, 1022, 720, 1886, 1889, 1638"
1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,Chardonnay,2017,White wine,Chardonnay,62 ratings,"54,113",Picardy,Chardonnay,Australia / Western Australia / South West Australia / Pemberton,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/JD1WzkYyRua6JYyBzVD8kQ_pb_x600.png,"1088, 1668, 879, 1185, 1122, 1885"
1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,Cavaliere GSM,2016,Red wine,Blend,63 ratings,"42,839",Curtis Family Vineyards,"Grenache, Mourvedre, Shiraz/Syrah",Australia / South Australia / Fleurieu / McLaren Vale,13.5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/D1yqDEj6T76dvZgq6w3BZQ_pb_x600.png,"940, 1989, 1848, 1936, 1364, 852"
1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,Madonna della Scoperta Lugana Superiore,2017,White wine,Trebbiano,63 ratings,"56,367",Perla del Garda,Trebbiano,Italy / Lombardia / Lugana,13.0,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/gi3i9HuQQcua5cTyZwHRmA_pb_x600.png,"413, 956, 600, 1592, 184, 246"
1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,Yellow Hammer Hill,2016,Red wine,Blend,63 ratings,"58,663",Wild Duck Creek Estate,"Shiraz/Syrah, Cabernet Sauvignon, Malbec",Australia / Victoria / Central Victoria / Heathcote,13.5,,//images.vivino.com/thumbs/OSs7MS0uRbOv2iNvtijUnw_pb_x600.png,"8, 15, 23, 31, 38, 41"
1659,1659,1659,1659,1659,1659,1659,1659,1659,1659,Casasilia Chianti Classico Gran Selezione,2017,Red wine,Sangiovese,63 ratings,"73,729",Poggio Al Sole,100% Sangiovese,Italy / Toscana / Chianti / Chianti Classico,14.5,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/kdkCZtrZTkiuApzmrh_9iQ_pb_x600.png,"438, 1572, 1275, 844, 1789, 1383"
1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,Setec_ita Barbera d'Asti Superiore,2016,Red wine,Barbera,65 ratings,"76,660",Tenuta Santa Caterina,Barbera,Italy / Piemonte / Barbera d'Asti,13.5,"['Pasta', 'Veal', 'Pork', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/o7Tjot9QSMypHZGotGq3Qw_150x200.jpg,"1280, 366, 1442, 1617, 378, 432"
1661,1661,1661,1661,1661,1661,1661,1661,1661,1661,Chardonnay,2020,White wine,Chardonnay,67 ratings,"24,392",Anay筌_,100% Chardonnay,Spain / Arag筌_ / Cari筌_na,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/2gEiLfFkRDCF5CPWjFxtiQ_pb_x600.png,"809, 910, 694, 1727, 671, 827"
1662,1662,1662,1662,1662,1662,1662,1662,1662,1662,Chardonnay,2018,White wine,Chardonnay,65 ratings,"67,641",Pegasus Bay,100% Chardonnay,New Zealand / South Island / Canterbury / Waipara,14.0,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/eDBlLmp7RWiNm-lORxgbDg_pb_x600.png,"78, 939, 1188, 599, 1872, 924"
1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,Cuve_ Florence Champagne,2009,Sparkling wine,Blend,73 ratings,"144,301",Pierre Gobillard,"Chardonnay, Pinot Noir",France / Champagne,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/7pRUV0RmRmWbRBlMp0lpKA_pb_x600.png,"1460, 1587, 1957, 831, 499, 1115"
1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,Old Paddock & Old Hill Shiraz,2018,Red wine,Shiraz/Syrah,66 ratings,"78,914",Mount Pleasant,Shiraz/Syrah,Australia / New South Wales / Hunter Valley,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/vk2wynkTSMGARISiNaoYNg_pb_x600.png,"405, 444, 1524, 909, 1506, 1925"
1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,Se_tal Leve,2020,White wine,Blend,68 ratings,"13,528",Quinta do Sanguinhal,"Moscato, Arinto de Bucelas, Vital",Portugal / Lisboa,9.5,"['Pasta', 'Pork', 'Shellfish', 'Lean fish']",//images.vivino.com/thumbs/3WvdTXL-SOqAhxCww_angg_pb_x600.png,"840, 776, 613, 792, 1567, 1157"
1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,Villero Barolo,2012,Red wine,Nebbiolo,67 ratings,"110,685",Livia Fontana,Nebbiolo,Italy / Piemonte / Langhe,13.5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/U68i7edWTMiqJXJrOjDD2w_pb_x600.png,"1922, 1391, 1283, 1315, 1348, 1363"
1667,1667,1667,1667,1667,1667,1667,1667,1667,1667,Sango  Reserva,2014,Red wine,Tinta de toro,68 ratings,"78,914",Rejadorada,100% Tinta de toro,Spain / Castilla y Le筌_ / Toro,14.5,"['Beef', 'Pasta', 'Veal', 'Poultry']",//images.vivino.com/thumbs/VJJl0VquRvK62FL-3YNORg_pb_x600.png,"1683, 489, 868, 22, 1817, 568"
1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,Chardonnay,2017,White wine,Chardonnay,68 ratings,"48,476",Hidden Bench,Chardonnay,Canada / Ontario / Niagara Peninsula / Niagara Escarpment - Ontario / Beamsville Bench,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/wDDqQ0auQ0e7eyhLYWQFZg_pb_x600.png,"1122, 439, 1655, 1088, 1412, 204"
1669,1669,1669,1669,1669,1669,1669,1669,1669,1669,Stratus Riesling,2017,White wine,Riesling,68 ratings,"56,367",Charles Baker,Riesling,Canada / Ontario / Niagara Peninsula / Vinemount Ridge,13.5,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/5X9x6EjrSaSQCK3B1-Wo7A_pb_x600.png,"742, 1343, 977, 315, 805, 917"
1670,1670,1670,1670,1670,1670,1670,1670,1670,1670,Marsala Superiore Riserva Storica,2016,Fortified Wine,Blend,177 ratings,"41,917",Curatolo Arini,"Grillo, Catarratto Bianco",Italy / Terre Siciliane / Marsala,13.5,,//images.vivino.com/thumbs/Z23jiXpITk-BvXFowLfktA_pb_x600.png,"8, 15, 23, 31, 38, 41"
1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,Yarden Pinot Noir,2019,Red wine,Pinot Noir,70 ratings,"52,698",Golan Heights Winery,100% Pinot Noir,Israel / Galilee,13.5,,//images.vivino.com/thumbs/6oGQXxkPRZOKpCNGWgEtRg_pb_x600.png,"8, 15, 23, 31, 38, 41"
1672,1672,1672,1672,1672,1672,1672,1672,1672,1672,Serpico Cabernet Sauvignon,2018,Red wine,Cabernet Sauvignon,70 ratings,"88,015",Mitolo,100% Cabernet Sauvignon,Australia / South Australia / Fleurieu / McLaren Vale,14.5,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/apImxLmqSUyTXfDyv_Tm2Q_pb_x600.png,"1403, 1807, 392, 1400, 1279, 568"
1673,1673,1673,1673,1673,1673,1673,1673,1673,1673,Shiraz,2017,Red wine,Shiraz/Syrah,70 ratings,"47,349",Powell & Son,100% Shiraz/Syrah,Australia / South Australia / Barossa / Barossa Valley,14.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/W11guHj7QwasVUtf47eWzw_pb_x600.png,"374, 1235, 1796, 583, 614, 1886"
1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,Santa Cruz de Artazu,2016,Red wine,Garnacha,70 ratings,"72,827",Artadi,100% Garnacha,Spain / Navarra,14.5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/A8ejmLzBQ_mXloe9StxvDg_pb_x600.png,"477, 298, 1232, 1029, 1144, 1152"
1675,1675,1675,1675,1675,1675,1675,1675,1675,1675,Hendry Block 7 & 22 Zinfandel,2016,Red wine,Zinfandel,70 ratings,"67,641",Hendry,100% Zinfandel,United States / California / North Coast / Napa County / Napa Valley,13.5,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/OaYCQywYQqmRfaFjVc4Uvg_pb_x600.png,"677, 835, 1890, 1154, 232, 1601"
1676,1676,1676,1676,1676,1676,1676,1676,1676,1676,Gevrey-Chambertin Dix Climats,2019,Red wine,Pinot Noir,71 ratings,"92,443",Domaine Drouhin-Laroze,Pinot Noir,France / Bourgogne / C筌_e de Nuits / Gevrey-Chambertin,13.0,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/qyI_VCAIT-WMUswqpe9TMA_pb_x600.png,"1303, 340, 1430, 1437, 1395, 1466"
1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,Costa d'Amalfi Bianco,2020,White wine,Blend,55 ratings,"48,927",Marisa Cuomo,"60% Falanghina, 40% Biancolella",Italy / Campania / Costa d'Amalfi,13.5,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",//images.vivino.com/thumbs/Ab7GugGiSDKu3XF7XOND_A_pb_x600.png,"1880, 929, 339, 1094, 1948, 87"
1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,Deen Vat Series Vat 1 Durif,2018,Red wine,Durif,56 ratings,"19,698",De Bortoli,Durif,Australia / New South Wales / Big Rivers / Riverina,13.5,,//images.vivino.com/thumbs/aOscFhdFTJq4GPynOBmZxg_pb_x600.png,"8, 15, 23, 31, 38, 41"
1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,Les Carre_als,2017,Red wine,Blend,54 ratings,"62,004",Domaine Anne Gros & Jean-Paul Tollot,"Shiraz/Syrah, Cinsault, Grenache",France / Languedoc-Roussillon / Minervois,14.5,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/owN5M1tNQy6n9SEBIwFNOQ_pb_x600.png,"1961, 224, 462, 1692, 2013, 36"
1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,Yarden Odem Organic Vineyard Chardonnay,2020,White wine,Chardonnay,54 ratings,"49,603",Golan Heights Winery,Chardonnay,Israel / Galilee,13.5,,//images.vivino.com/thumbs/eaGR4v-XT1uZrTuQ8xj5fg_pb_x600.png,"8, 15, 23, 31, 38, 41"
1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,Triumph,2017,Red wine,Blend,42 ratings,"56,367",1849 Wine Company,"Petite Sirah, Petit Verdot, Shiraz/Syrah, Cabernet Sauvignon, Cabernet Franc",United States / California / North Coast / Sonoma County,15.2,"['Beef', 'Lamb', 'Veal', 'Poultry']",//images.vivino.com/thumbs/5KAplnqeT7OpfbROE0vffg_pb_x600.png,"1140, 133, 288, 1394, 1797, 106"
1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,Chardonnay,2018,White wine,Chardonnay,42 ratings,"41,814",_ina Romana,Chardonnay,Italy / Lazio,13.5,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/jcvL8u1HS62GiwpzfGCrxA_pb_x600.png,"1978, 1224, 1079, 651, 1426, 402"
1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,La Gloire de Mon Pe_e,2019,Red wine,Blend,42 ratings,"17,587",Domaine de La Bastide - Vincent & St筌_hanie Boyer,"95% Shiraz/Syrah, 5% Grenache",France / Rhone Valley / Southern Rh筌_e / C筌_es-du-Rh筌_e / C筌_es-du-Rh筌_e-Villages / C筌_es-du-Rh筌_e-Villages 'Visan',13.5,"['Beef', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/aWuwkWcKSnue2bKy60eA-Q_pb_x600.png,"489, 568, 1667, 1817, 392, 1637"
1684,1684,1684,1684,1684,1684,1684,1684,1684,1684,I Grop,2015,Red wine,Barbera,42 ratings,"72,150",Marina Coppi,Barbera,Italy / Piemonte / Colli Tortonesi,13.5,"['Pasta', 'Veal', 'Pork', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/H_u93PK-R_q4JV_y7cJQRg_pb_x600.png,"112, 1491, 1770, 1485, 432, 666"
1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,Chianti Classico,2019,Red wine,Blend,42 ratings,"26,134",Montecalvi,"Sangiovese, Cabernet Sauvignon",Italy / Toscana / Chianti / Chianti Classico,13.5,"['Beef', 'Veal', 'Poultry']",//images.vivino.com/thumbs/lRBr8u91TISSDdX_gzxPUg_pb_x600.png,"437, 854, 1933, 50, 1742, 1004"
1686,1686,1686,1686,1686,1686,1686,1686,1686,1686,Stewart Pinot Noir,2016,Red wine,Pinot Noir,43 ratings,"47,912",Boedecker,100% Pinot Noir,United States / Oregon / Willamette Valley,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/BiCBgKIQRUuoRxOAr10n0A_pb_x600.png,"104, 1026, 1429, 1532, 619, 470"
1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,Savigny-les-Beaune 1er Cru 'Aux Guettes',2017,Red wine,Pinot Noir,42 ratings,"114,990",Domaine Pavelot - Jean-Marc et Hughes,100% Pinot Noir,France / Bourgogne / C筌_e de Beaune / Savigny-l筌_-Beaune / Savigny-l筌_-Beaune Premier Cru / Savigny-l筌_-Beaune 1er Cru 'Aux Guettes',13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/1tffofaRTpuKGc2waP3mRQ_pb_x600.png,"943, 1600, 1055, 1477, 465, 1812"
1688,1688,1688,1688,1688,1688,1688,1688,1688,1688,Le Clots d'en Olby,2014,Red wine,Grenache,42 ratings,"89,306",Olivier Pithon,Grenache,France / Vin de Pays / Pays d'Oc / C筌_es Catalanes,13.5,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/Lwu1WWjURsCop6-qFxMAWQ_pb_x600.png,"1259, 1167, 32, 1536, 247, 1917"
1689,1689,1689,1689,1689,1689,1689,1689,1689,1689,Vieilles Vignes Santenay,2020,Red wine,Pinot Noir,43 ratings,"43,557",Lucien Muzard & Fils,100% Pinot Noir,France / Bourgogne / C筌_e de Beaune / Santenay,13.0,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/bFENUA4bT3mw6pBA-GBeMg_pb_x600.png,"69, 1250, 839, 193, 1651, 446"
1690,1690,1690,1690,1690,1690,1690,1690,1690,1690,Don Alfio Qvevri,2017,Red wine,Nerello Mascalese,43 ratings,"68,768",Vino di Anna,100% Nerello Mascalese,Italy / Terre Siciliane,13.5,"['Beef', 'Pasta', 'Lamb']",//images.vivino.com/thumbs/HK1_Pb3BTuWDoueLT1-05Q_pb_x600.png,"1803, 56, 971, 1744, 784, 1904"
1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,Rose,2019,Rose wine,Pinot Noir,45 ratings,"50,731",County Line,Pinot Noir,United States / California / North Coast / Mendocino County / Anderson Valley,13.5,"['Shellfish', 'Spicy food', 'Appetizers and snacks', 'Fruity desserts', 'Aperitif']",//images.vivino.com/thumbs/Nhk2f9nvQXypYANN8qPVSw_150x200.jpg,"8, 15, 23, 31, 38, 41"
1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,Belle Lurette,2018,Red wine,Blend,44 ratings,"53,795",C筌_筌_e,"Grenache, Mourvedre, Carignan",France / Languedoc-Roussillon / Faug筌_es,13.0,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/_TvFeYvUQd6e5TeGCL9x7w_pb_x600.png,"136, 1614, 1621, 1679, 1961, 462"
1693,1693,1693,1693,1693,1693,1693,1693,1693,1693,Connect Organic White,2018,White wine,Blend,44 ratings,"22,547",Southbrook,"Vidal, Chardonnay Musque, Riesling",Canada / Ontario,13.5,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/inCCxJk7Qn-4hqT-MUsw4w_pb_x600.png,"1986, 647, 576, 569, 1811, 1876"
1694,1694,1694,1694,1694,1694,1694,1694,1694,1694,Cuve_ Jean-Jacques de Boissieu Pouilly-Fuisse,2017,White wine,Chardonnay,45 ratings,"68,645",Ch筌_eau de Lavernette,Chardonnay,France / Bourgogne / M筌_onnais / Pouilly-Fuiss筌,13.5,"['Pasta', 'Vegetarian', 'Cured Meat']",//images.vivino.com/thumbs/8GEKDwc0QcqWNdvbtHWVWQ_pb_x600.png,"1020, 304, 1606, 234, 590, 886"
1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,Casa de Pae_s Ferne_ Pires,2020,White wine,Fernao Pires,46 ratings,"13,528",Quinta de Pacos,Fernao Pires,Portugal / Minho,13.5,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/F2N3bHKiR5qLeYxwVrP0Iw_pb_x600.png,"866, 466, 1162, 1165, 1445, 1753"
1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,Ikigall,2021,White wine,Blend,46 ratings,"20,292",Gallina de Piel,"Xarel-lo, Moscatel",Spain / Catalunya / Empord,12.0,,//images.vivino.com/thumbs/mvhBJXmXR5u5NlzzNQGQGA_pb_x600.png,"8, 15, 23, 31, 38, 41"
1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,Growers Blend Cabernet Franc,2017,Red wine,Cabernet Franc,46 ratings,"45,094",Tawse,Cabernet Franc,Canada / Ontario / Niagara Peninsula,13.5,"['Beef', 'Pork', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/ELPixFXYTqOwtTvikX9G6g_pb_x600.png,"1732, 1516, 1498, 1490, 77, 331"
1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,Los Lingues Cerro Basalto,2019,Red wine,Blend,47 ratings,"59,749",Koyle,"Garnacha, Shiraz/Syrah, Monastrell, Cari筌_na",Chile / Central Valley / Rapel Valley / Colchagua Valley,14.0,,//images.vivino.com/thumbs/3M1SSCX6Ty-FYRVLhth7bA_pb_x600.png,"8, 15, 23, 31, 38, 41"
1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,Vintage,2019,Fortified Wine,Grenache,47 ratings,"38,740",Mas Amiel,Grenache,France / Languedoc-Roussillon / Maury,15.0,,//images.vivino.com/thumbs/VIzfe4DNSI2HmYzwnGcUZQ_pb_x600.png,"8, 15, 23, 31, 38, 41"
1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,Cuve_ des Pandorea Meursault,2018,White wine,Chardonnay,49 ratings,"153,883",Laurent Ponsot,Chardonnay,France / Bourgogne / C筌_e de Beaune / Meursault,13.5,"['Pasta', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",//images.vivino.com/thumbs/GlNr9sXMSNGNx2bPcsfDvg_pb_x600.png,"1093, 1517, 1361, 1387, 1941, 963"
1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,Rassi Cabernet Sauvignon,2018,Red wine,Cabernet Sauvignon,48 ratings,"50,731",Whitehall Lane,100% Cabernet Sauvignon,United States / California / North Coast / Sonoma County / Sonoma Valley,14.8,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/J9FgpkDrT9KLnd36vLtvzA_pb_x600.png,"1063, 1033, 253, 42, 1072, 199"
1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,Savuto Rosso,2015,Red wine,Gaglioppo,48 ratings,"33,820",Odoardi,100% Gaglioppo,Italy / Calabria / Savuto,13.5,"['Beef', 'Pasta', 'Lamb']",//images.vivino.com/thumbs/uXuh6QSeQ4CjDRvAUuee_Q_pb_x600.png,"223, 1853, 1221, 1534, 262, 160"
1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,Meritage,2013,Red wine,Blend,49 ratings,"84,551",Tawse,"Cabernet Sauvignon, Cabernet Franc, Merlot",Canada / Ontario / Niagara Peninsula,13.5,"['Beef', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/5fExMBqzTLq0Hysba8eWeA_pb_x600.png,"1720, 1212, 1543, 998, 267, 1143"
