,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,wine_id,name,vintage,wine_type,grape_simple,rating_num,kprice,Winery,Grapes,Region,Alcohol content,Pairings,imgurl,rec_id
809,809,809,809,809,809,809,809,809,809,Chardonnay,2019,White wine,Chardonnay,33 ratings,"36,075",Meyer Family Vineyards,100% Chardonnay,Canada / British Columbia / Okanagan Valley,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/rDG3kvaSR9K3suu13GpW1w_150x200.jpg,"1661, 910, 1122, 671, 827, 1412"
810,810,810,810,810,810,810,810,810,810,Chardonnay,2018,White wine,Chardonnay,33 ratings,"99,207",Bien Nacido Vineyards,100% Chardonnay,United States / California / Central Coast / Santa Barbara County / Santa Maria Valley,13.0,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/auc27IBbTV-nsbfaTwHZnQ_pb_x600.png,"1824, 1841, 707, 1048, 1930, 40"
811,811,811,811,811,811,811,811,811,811,Blauburgunder,2017,Red wine,Blauburgunder,33 ratings,"69,896",Weingut Unterortl - Castel Juval,Blauburgunder,Italy / Trentino-Alto Adige / S筌_tirol - Alto Adige,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/wviXewkWQHa6rupdjyeYUw_pb_x600.png,"1956, 1928, 1262, 688, 1163, 1529"
812,812,812,812,812,812,812,812,812,812,Churchside Pinot Noir,2017,Red wine,Pinot Noir,33 ratings,"59,749",Closson Chase,Pinot Noir,Canada / Ontario / Prince Edward County,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/BKGpGA-oTryUCcMeayMvOw_pb_x600.png,"714, 870, 448, 352, 808, 1398"
813,813,813,813,813,813,813,813,813,813,Aragon Umbria Bianco,2019,White wine,Vermentino,33 ratings,"49,603",Le Cimate,Vermentino,Italy / Umbria,13.5,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/-I_C2OCeTv-7N0825LAHgQ_pb_x600.png,"1827, 1028, 875, 653, 931, 546"
814,814,814,814,814,814,814,814,814,814,Todo Sobre Mi Chardonnay,2020,White wine,Chardonnay,34 ratings,"23,674",Bodega Cerr筌_,100% Chardonnay,Spain / Murcia / Jumilla,12.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/IScTzRo3RQqSuqIn2Kc9Jg_pb_x600.png,"502, 5, 237, 1782, 925, 716"
815,815,815,815,815,815,815,815,815,815,Volte Face Sainte-Foy Bordeaux,2018,Red wine,Blend,34 ratings,"43,044",Ch筌_eau Couronneau,"Cabernet Sauvignon, Cabernet Franc, Merlot",France / Bordeaux / Entre-deux-Mers / Sainte-Foy-Bordeaux,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/poTLGjMBTQiHcg5d9jtzCw_pb_x600.png,"1545, 226, 1077, 1275, 51, 1631"
816,816,816,816,816,816,816,816,816,816,Wilyabrup Valley Cabernet - Merlot,2018,Red wine,Blend,34 ratings,"41,230",Woodlands,"Cabernet Sauvignon, Merlot",Australia / Western Australia / South West Australia / Margaret River,13.5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/NOgQ7qYdQeSl6jPg-PKAXg_150x200.jpg,"417, 1058, 2019, 1305, 422, 1806"
817,817,817,817,817,817,817,817,817,817,Gene_e Riesling,2017,White wine,Riesling,34 ratings,"39,867",Vignoble des 2 Lunes,Riesling,France / Alsace,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Spicy food', 'Vegetarian', 'Cured Meat']",//images.vivino.com/thumbs/i-marrWJTdyboZcdd0Lvzw_pb_x600.png,"654, 188, 1128, 706, 931, 653"
818,818,818,818,818,818,818,818,818,818,Hatter's Hill Pinot Noir,2019,Red wine,Pinot Noir,35 ratings,"45,094",Delta,Pinot Noir,New Zealand / South Island / Marlborough,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/t_PaPSWeQnyXjTVJn3A3JA_pb_x600.png,"469, 1078, 1398, 470, 200, 588"
819,819,819,819,819,819,819,819,819,819,Wisner Vineyard Cabernet Sauvignon,2016,Red wine,Cabernet Sauvignon,36 ratings,"51,243",Tatedog,Cabernet Sauvignon,United States / California / Central Coast / San Francisco Bay / Livermore Valley,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/XKhe5BykQsKRTpsVzTXkqg_150x200.jpg,"686, 154, 1734, 529, 283, 1146"
820,820,820,820,820,820,820,820,820,820,L'Insieme Langhe Rosso,2016,Red wine,Blend,35 ratings,"78,914",Corino,"Barbera, Cabernet Sauvignon, Merlot, Nebbiolo",Italy / Piemonte / Langhe,13.5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/vgW39x_yShekjadpTgjP9g_pb_x600.png,"1562, 974, 777, 1125, 749, 1229"
821,821,821,821,821,821,821,821,821,821,Malbec (437),2020,Red wine,Malbec,35 ratings,"34,948",The Fableist,100% Malbec,United States / California / Central Coast,14.5,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/-phN2uQ2Sf-mQeOoVqRxEg_150x200.jpg,"788, 107, 1859, 1855, 1481, 580"
822,822,822,822,822,822,822,822,822,822,Pinot Noir  Herrenreben,2018,Red wine,Pinot Noir,36 ratings,"64,023",Schoenheitz,Pinot Noir,France / Alsace,13.5,"['Veal', 'Game (deer, venison)', 'Poultry', 'Mushrooms']",//images.vivino.com/thumbs/nqMvyuDDT4ChEynZRtB3lA_pb_x600.png,"793, 200, 778, 21, 1231, 82"
823,823,823,823,823,823,823,823,823,823,Chardonnay,2018,White wine,Chardonnay,36 ratings,"46,221",Kante,Chardonnay,Italy / Friuli-Venezia Giulia / Carso,12.5,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/JWQUTtrQTAerf4qfI2cQ2A_pb_x600.png,"676, 1422, 2012, 1059, 1239, 1327"
824,824,824,824,824,824,824,824,824,824,Pinot Nero,2016,Red wine,Pinot Nero,36 ratings,"80,042",Kante,Pinot Nero,Italy / Friuli-Venezia Giulia,13.5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/KB_ik4aVTBS9E40iTo55nw_pb_x600.png,"1341, 45, 1470, 702, 620, 1599"
825,825,825,825,825,825,825,825,825,825,Ara Riesling,2017,White wine,Riesling,36 ratings,"50,731",Brooks,100% Riesling,United States / Oregon / Willamette Valley,13.5,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/vvdlLmM9QK-5Bh7dXSGyCw_pb_x600.png,"889, 1488, 1828, 1041, 157, 146"
826,826,826,826,826,826,826,826,826,826,Blackjack Vineyard Pinot Noir,2016,Red wine,Pinot Noir,36 ratings,"62,004",Rosewood Estates,Pinot Noir,Canada / Ontario / Niagara Peninsula / Niagara Escarpment - Ontario / Twenty Mile Bench,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/XDIWCJlOR5-etO3Tu8X04g_pb_x600.png,"81, 388, 804, 1308, 791, 82"
827,827,827,827,827,827,827,827,827,827,Les Trois Villages Ventoux Blanc,2019,White wine,Grenache,59 ratings,"42,839",Ch筌_eau La Croix des Pins,Grenache,France / Rhone Valley / Southern Rh筌_e / Ventoux,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Mature and hard cheese', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/7uPh5kYlS_aHiAlBTi1r7A_pb_x600.png,"827, 1901, 704, 1784, 1441, 1122"
828,828,828,828,828,828,828,828,828,828,Chenin Blanc,2019,White wine,Chenin Blanc,60 ratings,"34,948",Kottabos,100% Chenin Blanc,South Africa / Western Cape / Coastal Region / Stellenbosch,13.0,"['Shellfish', 'Spicy food', 'Lean fish', 'Mild and soft cheese']",//images.vivino.com/thumbs/i8UqLW7DRaSpkCTuUQlUEA_pb_x600.png,"2002, 700, 1244, 1830, 1053, 29"
829,829,829,829,829,829,829,829,829,829,Gamayopte_e Gamay du Pierrot,2018,Red wine,Gamay,90 ratings,"53,723",Antoine Lienhardt,Gamay,France / Bourgogne / Coteaux Bourguignons,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/2qlReb1_QPK2qW6ooG1jVg_pb_x600.png,"1756, 446, 1433, 193, 1206, 345"
830,830,830,830,830,830,830,830,830,830,Vigna Tzeriat Pinot Noir,2019,Red wine,Pinot Noir,81 ratings,"49,193",Grosjean,100% Pinot Noir,Italy / Valle d'Aosta,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/ULrb0N1sRF24pg5aGzIGKQ_pb_x600.png,"1907, 145, 893, 134, 1771, 536"
831,831,831,831,831,831,831,831,831,831,Fraga do Corvo Mencia,2019,Red wine,Mencia,82 ratings,"42,614",Grandes Pagos Gallegos,100% Mencia,Spain / Galicia / Monterrei,14.0,"['Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/J8f1pswNRVehA1TWcANiEw_pb_x600.png,"1663, 1587, 1037, 1633, 89, 1460"
832,832,832,832,832,832,832,832,832,832,Cannonau,2020,Red wine,Cannonau,84 ratings,"29,926",Olianas,Cannonau,Italy / Sardegna,14.5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/bvmCFRtiRtCQVYkGISE5Ow_pb_x600.png,"1802, 1058, 417, 282, 1946, 442"
833,833,833,833,833,833,833,833,833,833,Chardonnay Unfiltered,2016,White wine,Chardonnay,84 ratings,"60,877",Norman Hardie,100% Chardonnay,Canada / Ontario / Niagara Peninsula,12.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/lQg5QDDHRSGjpVKYoi06WA_pb_x600.png,"1505, 456, 1748, 1088, 573, 204"
834,834,834,834,834,834,834,834,834,834,Jiasik Bianco,2019,White wine,Blend,84 ratings,"40,585",Borgo San Daniele,"Riesling, Malvasia",Italy / Friuli-Venezia Giulia,13.5,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/jId9xRPSSqm-NOBZ4hiK4A_pb_x600.png,"622, 600, 945, 587, 941, 956"
835,835,835,835,835,835,835,835,835,835,Zinfandel Visionary,2018,Red wine,Zinfandel,84 ratings,"72,150",The Federalist,100% Zinfandel,United States / California / North Coast / Sonoma County / Dry Creek Valley,14.9,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/Zh667nf5R36rIunOxTIdkw_pb_x600.png,"1890, 677, 137, 239, 1648, 1675"
836,836,836,836,836,836,836,836,836,836,Zinfandel,2019,Red wine,Zinfandel,85 ratings,"33,370",Foxglove,100% Zinfandel,United States / California / Central Coast / San Luis Obispo County / Paso Robles,14.7,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/X5x4zLzMSBudI7Fgu05Hjw_pb_x600.png,"137, 239, 1512, 198, 1222, 835"
837,837,837,837,837,837,837,837,837,837,Ce_es du Rhe_e,2020,Red wine,Blend,85 ratings,"32,693",Domaine de Beaurenard,"Shiraz/Syrah, Grenache, Mourvedre, Cinsault",France / Rhone Valley / Southern Rh筌_e / C筌_es-du-Rh筌_e,14.0,"['Beef', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/MMtiOxAVS-SuTtAWgEz2vA_pb_x600.png,"1440, 257, 624, 400, 918, 165"
838,838,838,838,838,838,838,838,838,838,Langhe Nebbiolo,2018,Red wine,Nebbiolo,87 ratings,"35,870",Livia Fontana,Nebbiolo,Italy / Piemonte / Langhe,14.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/E7Hm4AFKRX2M3rRyW3sUAQ_pb_x600.png,"1227, 192, 1255, 1874, 1083, 166"
839,839,839,839,839,839,839,839,839,839,Bourgogne Rouge,2020,Red wine,Pinot Noir,89 ratings,"30,746",Lucien Muzard & Fils,100% Pinot Noir,France / Bourgogne,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/JQRHlX3ZRTu9opONyHCKHA_pb_x600.png,"1250, 536, 1689, 69, 1902, 1078"
840,840,840,840,840,840,840,840,840,840,Pinot Gris,2021,White wine,Pinot Gris,90 ratings,"33,820",A to Z Wineworks,100% Pinot Gris,United States / Oregon,13.5,"['Pork', 'Spicy food', 'Mushrooms', 'Cured Meat']",//images.vivino.com/thumbs/bambCvCxQ7q792WrtzItcQ_pb_x600.png,"1008, 2017, 776, 792, 721, 890"
841,841,841,841,841,841,841,841,841,841,Costa d'Amalfi,2020,Red wine,Blend,90 ratings,"48,927",Marisa Cuomo,"50% Aglianico, 50% Piedirosso",Italy / Campania / Costa d'Amalfi,13.5,"['Beef', 'Pasta', 'Lamb']",//images.vivino.com/thumbs/2fcgtBDRR2eiRi8aCWkguw_pb_x600.png,"42, 1881, 621, 899, 253, 1808"
842,842,842,842,842,842,842,842,842,842,Clos du Pavillon Touraine-Amboise,2018,White wine,Chenin Blanc,92 ratings,"21,474",Domaine Dutertre,Chenin Blanc,France / Loire Valley / Middle Loire / Touraine / Touraine-Amboise,13.5,"['Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry', 'Mild and soft cheese']",//images.vivino.com/thumbs/cJu1wxZ6To-8-1vb4sheXw_pb_x600.png,"756, 1722, 1519, 744, 612, 796"
843,843,843,843,843,843,843,843,843,843,Chianti Riserva,2017,Red wine,Blend,93 ratings,"42,839",Pietro Beconcini,"Sangiovese, Canaiolo Nero",Italy / Toscana / Chianti,13.5,"['Beef', 'Veal', 'Poultry']",//images.vivino.com/thumbs/IE8hiRlRRgm8m-QqDXl-0w_pb_x600.png,"1087, 981, 1227, 293, 1208, 1083"
844,844,844,844,844,844,844,844,844,844,Adro da Se Reserva,2016,Red wine,Blend,94 ratings,"16,910",UDACA,"Touriga Nacional, Tinta Roriz, Alfrocheiro Preto, Jaen",Portugal / Beiras / D筌_,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/OivCZ2NgSzuLoXRUdgJLXg_pb_x600.png,"1352, 226, 519, 1659, 156, 1533"
845,845,845,845,845,845,845,845,845,845,Organic Cabernet Franc,2017,Red wine,Cabernet Franc,95 ratings,"50,731",Summerhill Pyramid,Cabernet Franc,Canada / British Columbia / Okanagan Valley,13.5,"['Beef', 'Pork', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/4n2-1DJJR6Oj8b2S7lSMtg_pb_x600.png,"1697, 1732, 331, 1516, 1498, 867"
846,846,846,846,846,846,846,846,846,846,Chablis,2020,White wine,Chardonnay,96 ratings,"30,746",Domaine Schaller Camille & Laurent,100% Chardonnay,France / Bourgogne / Chablis,12.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/Xb4GKG4aRZqk2ifZPeoHMg_pb_x600.png,"29, 492, 4, 1523, 611, 1558"
847,847,847,847,847,847,847,847,847,847,Le Champ des Grillons Rose,2020,Rose wine,Blend,41 ratings,"32,693",Domaine la Croix Belle,"Shiraz/Syrah, Cabernet Sauvignon, Grenache",France / Vin de Pays / Pays d'Oc / C筌_es de Thongue,13.0,,//images.vivino.com/thumbs/9TcQrmdFR7KgNRk7uPwKPA_pb_x600.png,"8, 15, 23, 31, 38, 41"
848,848,848,848,848,848,848,848,848,848,Lagrein,2014,Red wine,Lagrein,99 ratings,"54,113",Ferruccio Carlotto,Lagrein,Italy / Trentino-Alto Adige / S筌_tirol - Alto Adige,13.5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/IGhSyl5ARCivg-MZOx5KIQ_pb_x600.png,"1336, 1105, 1954, 1484, 270, 2018"
849,849,849,849,849,849,849,849,849,849,The Laughing Magpie Shiraz - Viognier,2017,Red wine,Viognier,101 ratings,"39,457",d'Arenberg,Viognier,Australia / South Australia / Fleurieu / McLaren Vale,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/ZwLR86fUS2-NgruQ1hXZSA_pb_x600.png,"48, 1052, 177, 510, 1367, 1497"
850,850,850,850,850,850,850,850,850,850,Enclos,2015,Red wine,Mourvedre,101 ratings,"56,501",Domaine La Terrasse d'Elise,Mourvedre,France / Vin de Pays / Pays d'Oc / H筌_ault,13.5,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/GF-cKRbjQIiN2xLxiitqfQ_pb_x600.png,"1735, 1663, 939, 1037, 1587, 1872"
851,851,851,851,851,851,851,851,851,851,Diamond Collection Red Blend,2018,Red wine,Blend,103 ratings,"31,566",Francis Ford Coppola Winery,"43% Petit Verdot, 15% Cabernet Sauvignon, 14% Alicante Bouschet, 12% Zinfandel, 9% Petite Sirah, 7% Shiraz/Syrah",United States / California,13.5,"['Beef', 'Lamb', 'Veal', 'Poultry']",//images.vivino.com/thumbs/DxV6WhPjTl2GcdF0Wbl-Mg_pb_x600.png,"722, 1806, 1305, 1388, 122, 674"
852,852,852,852,852,852,852,852,852,852,Cabernet Sauvignon (373 / 206),2020,Red wine,Cabernet Sauvignon,103 ratings,"37,202",The Fableist,100% Cabernet Sauvignon,United States / California / Central Coast / San Luis Obispo County / Paso Robles,14.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/dIX_3aDeSgS2COtstf300g_pb_x600.png,"381, 1100, 992, 1181, 1364, 940"
853,853,853,853,853,853,853,853,853,853,Torronte_,2020,White wine,Torronte_,103 ratings,"20,856",Colom筌,100% Torront筌_,Argentina / Salta / Calchaqui Valley,13.5,"['Spicy food', 'Vegetarian', 'Aperitif']",//images.vivino.com/thumbs/SZsajDdPQgG6TXKnzgDICQ_pb_x600.png,"1713, 476, 362, 737, 488, 1371"
854,854,854,854,854,854,854,854,854,854,Campo le Calle Soave,2019,White wine,Garganega,103 ratings,"40,585",Latium Morini,Garganega,Italy / Veneto / Soave,13.5,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Lean fish']",//images.vivino.com/thumbs/eGdxCPPnQmWS2xP2w_6Jvg_pb_x600.png,"1742, 50, 1685, 1970, 437, 1391"
855,855,855,855,855,855,855,855,855,855,Bon Vallon Chardonnay,2021,White wine,Chardonnay,105 ratings,"29,311",De Wetshof,100% Chardonnay,South Africa / Western Cape / Breede River Valley / Robertson,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/5qfesw3mRGmaUZUpvyZI4g_pb_x600.png,"2022, 770, 330, 6, 8, 15"
856,856,856,856,856,856,856,856,856,856,Haut-Me_oc,2017,Red wine,Blend,105 ratings,"22,547",Ch筌_eau Moulin de Blanchon,"50% Cabernet Sauvignon, 50% Merlot",France / Bordeaux / M筌_oc / Haut-M筌_oc,13.0,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/dgMyepKuQJi0Tiu8WcZWCg_pb_x600.png,"920, 418, 1102, 794, 585, 1281"
