wine_id,name,wine_type,rating_mean,rating_num,kprice,Alcohol_content,Pairings,Light_Bold,Smooth_Tannic,Dry_Sweet,Soft_Acidic,vintage,grape_simple,Winery,Grapes,Region,Wine style,Allergens,imgurl,link
49,Cabernet Sauvignon,Red,3.9,39,38330.0,13.5,"['Beef', 'Lamb', 'Poultry']",79.12929411764706,66.94141176470588,20.200000000000003,49.24788235294118,2017,Cabernet Sauvignon,Frankland Estate,Cabernet Sauvignon,Australia / Western Australia / South West Australia / Great Southern / Frankland River,Australian Cabernet Sauvignon,Contains sulfites,https://images.vivino.com/thumbs/iOuZHDTbRiSSsNZLV2M94w_pb_x600.png,https://www.vivino.com//JP/en/frankland-estate-cabernet-sauvignon/w/2361412?year=2017&price_id=26506064
50,Le Balze di Montefioralle Chianti Classico Riserva,Red,3.9,39,74405.0,13.5,"['Beef', 'Veal', 'Poultry']",47.51494117647059,65.46658823529413,13.095058823529412,77.93870588235295,2012,Sangiovese,Podere Campriano,Sangiovese,Italy / Toscana / Chianti / Chianti Classico,Italian Chianti,Contains sulfites,https://images.vivino.com/thumbs/nxvgdJ8FTY6gmCfQ8rw7NA_pb_x600.png,https://www.vivino.com//JP/en/podere-campriano-le-balze-di-montefioralle-chianti-classico-riserva/w/1940902?year=2012&price_id=26250451
51,Les Combettes,Red,3.9,40,40585.0,13.5,"['Beef', 'Pasta', 'Veal']",80.68811764705883,72.88941176470588,13.428,73.41576470588235,2019,Marselan,Domaine Anne Gros & Jean-Paul Tollot,Marselan,France / Vin de Pays / Pays d'Oc / Cï§_es du Brian,Languedoc-Roussillon Red,Contains sulfites,https://images.vivino.com/thumbs/ByiSk7DeQyCAYwTbJ12UIA_pb_x600.png,https://www.vivino.com//JP/en/fr-domaine-anne-gros-jean-paul-tollot-les-combettes/w/4233970?year=2019&price_id=28683260
52,Les Roses du Clos Touraine,White,3.9,40,49603.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2016,Sauvignon Gris,Xavier Frissant,Sauvignon Gris,France / Loire Valley / Middle Loire / Touraine,,Contains sulfites,https://images.vivino.com/thumbs/zpda39PtSU6mi7SY0bSuuQ_pb_x600.png,https://www.vivino.com//JP/en/xavier-frissant-les-roses-du-clos-touraine/w/1403182?year=2016&price_id=26513365
53,Moordenaarskloof Chenin Blanc,White,3.9,40,36075.0,13.5,"['Shellfish', 'Spicy food', 'Lean fish', 'Mild and soft cheese']",40.59564705882354,54.36922352941176,15.969529411764706,88.47117647058825,2020,Chenin Blanc,Dornier,100% Chenin Blanc,South Africa / Western Cape / Coastal Region / Stellenbosch,South African Chenin Blanc,Contains sulfites,https://images.vivino.com/thumbs/8HZ1QE-cQZOCYradg6DJ0A_pb_x600.png,https://www.vivino.com//JP/en/dornier-moordenaarskloof-chenin-blanc/w/5912753?year=2020&price_id=26828222
54,The Brock Chardonnay,White,3.9,40,33820.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",62.079294117647066,54.36922352941176,21.91764705882353,54.880117647058825,2017,Chardonnay,Closson Chase,Chardonnay,Canada / Ontario / Niagara Peninsula,Canadian Chardonnay,Contains sulfites,https://images.vivino.com/thumbs/13YLjUZFQByUM7bEntxjSw_pb_x600.png,https://www.vivino.com//JP/en/closson-chase-the-brock-chardonnay/w/1597586?year=2017&price_id=22362625
55,Luris,White,3.9,40,54113.0,13.5,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",75.69694117647059,54.36922352941176,4.770188235294118,47.40929411764706,2020,Vermentino,Depperu,Vermentino,Italy / Sardegna / Vermentino di Gallura,Southern Italy White,Contains sulfites,https://images.vivino.com/thumbs/s5dSE6Q2QT6SH_aLS8uE3w_pb_x600.png,https://www.vivino.com//JP/en/deppuru-luris/w/1173765?year=2020&price_id=28877929
56,Jeudi 15,Red,3.9,33,52985.0,13.5,"['Beef', 'Pasta', 'Lamb']",91.34141176470588,59.7724705882353,26.058,41.37611764705883,2020,Nerello Mascalese,Vino di Anna,Nerello Mascalese,Italy / Terre Siciliane,Southern Italy Red,Contains sulfites,https://images.vivino.com/thumbs/7bLAy3wARpu-lrxRXT98fQ_pb_x600.png,https://www.vivino.com//JP/en/vino-di-anna-jeudi-15/w/1297706?year=2020&price_id=29371418
57,Riesling,White,3.9,32,28184.0,13.5,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",40.10964705882353,54.36922352941176,9.137435294117648,88.76023529411765,2020,Riesling,Palliser Estate,Riesling,New Zealand / North Island / Wairarapa / Martinborough,New Zealand Riesling,Contains sulfites,https://images.vivino.com/thumbs/8k4lJnaeQXiLdu0UZ3-Bgg_pb_x600.png,https://www.vivino.com//JP/en/palliser-estate-riesling/w/1117056?year=2020&price_id=26506167
58,Riorret The Abbey Pinot Noir,Red,3.9,32,76291.0,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",53.65023529411765,15.65058823529412,8.431376470588235,66.324,2018,Pinot Noir,De Bortoli,Pinot Noir,Australia / Victoria / Port Phillip / Yarra Valley,Australian Pinot Noir,Contains sulfites,https://images.vivino.com/thumbs/Me_wgy2EQyKkGaeX1FpvhQ_pb_x600.png,https://www.vivino.com//JP/en/de-bortoli-riorret-the-abbey-pinot-noir/w/1650272?year=2018&price_id=29017427
59,Rouge,Red,3.9,28,73175.0,13.5,"['Beef', 'Pasta', 'Veal']",86.23200000000001,68.68258823529412,15.76764705882353,72.26894117647059,2012,Blend,Clos del Rey,"Grenache, Carignan",France / Languedoc-Roussillon / Cï§_es du Roussillon / Cï§_es du Roussillon Villages,Languedoc-Roussillon Red,Contains sulfites,https://images.vivino.com/thumbs/fPEOAaFqSZGms42J75a4rA_pb_x600.png,https://www.vivino.com//JP/en/clos-del-rey-rouge/w/1650872?year=2012&price_id=26210394
60,Diamond Collection Cabernet Sauvignon,Red,3.8,4482,31566.0,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",100.0,59.84811764705882,8.402470588235294,57.22282352941177,2018,Cabernet Sauvignon,Francis Ford Coppola Winery,100% Cabernet Sauvignon,United States / California,Californian Cabernet Sauvignon,Contains sulfites,https://images.vivino.com/thumbs/UVGmV68bQC6pc42Ijq5-fA_pb_x600.png,https://www.vivino.com//JP/en/francis-ford-coppola-winery-diamond-collection-cabernet-sauvignon/w/6304?year=2018&price_id=27460649
61,Pruno Ribera del Duero,Red,3.8,4646,28696.0,14.0,"['Beef', 'Lamb', 'Game (deer, venison)']",74.09729411764707,67.78094117647059,11.597929411764706,72.44176470588235,2018,Blend,Finca Villacreces,"90% Tinto Fino, 10% Cabernet Sauvignon",Spain / Castilla y Leï§_ / Ribera del Duero,Spanish Ribera Del Duero Red,Contains sulfites,https://images.vivino.com/thumbs/VxwDl7PITsi9w5ZgXgrhzQ_pb_x600.png,https://www.vivino.com//JP/en/finca-villacreces-pruno-ribera-del-duero/w/1141810?year=2018&price_id=26206869
62,Prosecco,Sparkling,3.8,6264,54113.0,11.0,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",22.52317647058824,54.36922352941176,15.969529411764706,75.21470588235294,2016,Glera,Albino Armani,100% Glera,Italy / Veneto / Prosecco,Italian Prosecco,Contains sulfites,https://images.vivino.com/thumbs/zHhR-W6YRCCSltY3JOmceQ_pb_x600.png,https://www.vivino.com//JP/en/albino-armani-viticoltori-dal-1607-prosecco/w/1175040?price_id=26303442
63,Brut Nature Silver Champagne Grand Cru 'Bouzy',Sparkling,3.8,8697,87257.0,12.0,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",75.718,54.36922352941176,15.969529411764706,90.4949411764706,2016,Pinot Noir,Andre Clouet,100% Pinot Noir,France / Champagne / Montagne de Reims / Champagne Grand Cru 'Bouzy',French Champagne,Contains sulfites,https://images.vivino.com/thumbs/E8jsksjhQHGfLFpe9MBizA_pb_x600.png,https://www.vivino.com//JP/en/champagne-andre-clouet-brut-nature-silver-champagne-grand-cru-bouzy/w/1177661?price_id=27675395
64,Laundry Vineyard Gamay,Red,3.9,25,42839.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2018,Gamay,Southbrook,Gamay,Canada / Ontario / Niagara Peninsula / Vinemount Ridge,,Contains sulfites,https://images.vivino.com/thumbs/-zjbhL9-SzinnifuONGyBg_pb_x600.png,https://www.vivino.com//JP/en/southbrook-laundry-vineyard-gamay/w/6769706?year=2018&price_id=22710280
65,Les Bancels,Red,3.9,25,51110.0,13.5,"['Beef', 'Pasta', 'Veal']",73.15670588235294,66.62647058823529,6.855729411764706,72.16576470588235,2017,Blend,Cï§_ï§_e,"Shiraz/Syrah, Grenache",France / Languedoc-Roussillon / Faugï§_es,Languedoc-Roussillon Red,Contains sulfites,https://images.vivino.com/thumbs/e_l-fyA9Sea-bEbucGbbOw_pb_x600.png,https://www.vivino.com//JP/en/cbne-les-bancels/w/1161792?year=2017&price_id=27448680
66,Graves Rouge,Red,3.9,25,32693.0,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.32329411764707,97.28670588235296,15.969529411764706,89.02494117647059,2019,Blend,Chï§_eau Boyrein,"Merlot, Cabernet Sauvignon, Cabernet Franc",France / Bordeaux / Graves,Bordeaux Graves Red,Contains sulfites,https://images.vivino.com/thumbs/6sQ49h1xT_ei_JxKptvYoA_pb_x600.png,https://www.vivino.com//JP/en/fr-boyrein-graves-rouge/w/97135?year=2019&price_id=28641409
67,Dry White No. 1,White,3.9,26,110480.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2017,Blend,Yarra Yering,"Chardonnay, Sï§_illon",Australia / Victoria / Port Phillip / Yarra Valley,,Contains sulfites,https://images.vivino.com/thumbs/LriQbWHlT6iKXdUd1pFwCA_pb_x600.png,https://www.vivino.com//JP/en/yarra-yering-dry-white-no-1/w/3724247?year=2017&price_id=26506060
68,Chenin Blanc,White,3.9,27,28184.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2021,Chenin Blanc,Voyager Estate,100% Chenin Blanc,Australia / Western Australia / South West Australia / Margaret River,,Contains sulfites,https://images.vivino.com/thumbs/86TLMWGaT5q8azOhhhMUSA_pb_x600.png,https://www.vivino.com//JP/en/voyager-estate-chenin-blanc/w/1101029?year=2021&price_id=27664966
69,Pommard 'Les Perriï§_es',Red,3.9,27,93570.0,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",36.40388235294118,27.76117647058824,10.184788235294118,79.69235294117648,2017,Pinot Noir,Domaine Launay-Horiot,Pinot Noir,France / Bourgogne / Cï§_e de Beaune / Pommard,Burgundy Cï§_e de Beaune Red,Contains sulfites,https://images.vivino.com/thumbs/-oX8cuX2QzSzT8-2jFYRjg_pb_x600.png,https://www.vivino.com//JP/en/domaine-launay-horiot-pommard-les-perrieres/w/6004250?year=2017&price_id=26757118
70,Riesling,White,3.9,28,48476.0,13.5,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",39.660117647058826,54.36922352941176,26.451529411764707,91.95588235294116,2019,Riesling,Pegasus Bay,100% Riesling,New Zealand / South Island / Canterbury / Waipara,New Zealand Riesling,Contains sulfites,https://images.vivino.com/thumbs/FP1QIKr5Q16FNzKdUjoNKA_pb_x600.png,https://www.vivino.com//JP/en/pegasus-bay-winery-riesling/w/16115?year=2019&price_id=29161540
71,Costetoste Aglianico,Red,3.9,28,81169.0,13.5,"['Beef', 'Pasta', 'Lamb']",100.0,69.86705882352942,33.56211764705883,32.188117647058824,2014,Aglianico,Fontefico,Aglianico,Italy / Abruzzo,Southern Italy Red,Contains sulfites,https://images.vivino.com/thumbs/AA4waqXrSk6yQ_BDEskx7g_pb_x600.png,https://www.vivino.com//JP/en/fontefico-costetoste-aglianico/w/1369698?year=2014&price_id=26207732
72,H Millesime Brut Nature Champagne Premier Cru,Sparkling,3.9,28,152192.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",82.25388235294119,54.36922352941176,15.969529411764706,85.91352941176471,2007,Blend,M. Hostomme & Fils,"Chardonnay, Pinot Noir, Pinot Blanc",France / Champagne / Champagne Premier Cru,French Champagne,Contains sulfites,https://images.vivino.com/thumbs/vrqDbtafT-yslF6Jr37Ccw_150x200.jpg,https://www.vivino.com//JP/en/m-hostomme-et-fils-h-millesime-brut-nature-champagne-premier-cru/w/2018984?year=2007&price_id=26480788
73,Tramoya Verdejo,White,3.9,32,21044.0,13.5,"['Pork', 'Shellfish', 'Vegetarian', 'Cured Meat']",32.934705882352944,54.36922352941176,37.01482352941176,55.96952941176471,2021,Verdejo,Bodegas Don Diego,Verdejo,Spain / Castilla y Leï§_ / Rueda,Spanish Verdejo,Contains sulfites,https://images.vivino.com/thumbs/Lz4eExJDQEucY79EP_i2-g_150x200.jpg,https://www.vivino.com//JP/en/don-diego-tramoya-rueda-verdejo/w/1166172?year=2021&price_id=29002970
74,'G' Bianco,White,3.9,40,64259.0,13.5,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",73.36082352941176,54.36922352941176,19.80917647058824,28.02364705882353,2019,Grecanico,Vino di Anna,Grecanico,Italy / Terre Siciliane,Southern Italy White,Contains sulfites,https://images.vivino.com/thumbs/qFA0Kv5GSseHbTPSXm8Uiw_pb_x600.png,https://www.vivino.com//JP/en/vino-di-anna-g-bianco/w/1801304?year=2019&price_id=26297096
75,Spï§_burgunder Trocken,Red,3.9,28,45094.0,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2018,Spï§_burgunder,Kï§_ling-Gillot,100% Spï§_burgunder,Germany / Rheinhessen,German Spï§_burgunder,Contains sulfites,https://images.vivino.com/thumbs/-TbitHNoRfSwlszgSooktg_pb_x600.png,https://www.vivino.com//JP/en/kuhling-gillot-spatburgunder-trocken/w/1404180?year=2018&price_id=27424891
76,Gravity Pinot Noir,Red,3.9,29,52985.0,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",40.14070588235294,37.93952941176471,4.624952941176471,77.29788235294117,2016,Pinot Noir,Flat Rock Cellars,Pinot Noir,Canada / Ontario / Niagara Peninsula / Niagara Escarpment - Ontario / Twenty Mile Bench,Canadian Pinot Noir,Contains sulfites,https://images.vivino.com/thumbs/yY1jMENJTnOem8hMv7LUDg_pb_x600.png,https://www.vivino.com//JP/en/flat-rock-cellars-gravity-pinot-noir/w/1191540?year=2016&price_id=22676990
77,Montersino Barbaresco,Red,3.9,29,74405.0,13.5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",85.33835294117647,88.60517647058825,10.699317647058823,99.2324705882353,2017,Nebbiolo,Vigin,Nebbiolo,Italy / Piemonte / Barbaresco,Italian Barbaresco,Contains sulfites,https://images.vivino.com/thumbs/lnrQrD_cRJ-VnB4Vf6czpQ_pb_x600.png,https://www.vivino.com//JP/en/vigin-barbares/w/2411837?year=2017&price_id=27528531
78,Chardonnay,White,3.9,30,33820.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",64.75858823529413,54.36922352941176,12.948470588235294,68.35282352941176,2020,Chardonnay,Main Divide,100% Chardonnay,New Zealand / South Island / Canterbury / Waipara,New Zealand Chardonnay,Contains sulfites,https://images.vivino.com/thumbs/lv8SnoISRsOQ9aVAFSVmYQ_pb_x600.png,https://www.vivino.com//JP/en/main-divide-chardonnay/w/1119796?year=2020&price_id=26506242
79,Pouilly-Fuissï§ 'Maison du Villard',White,3.9,30,62578.0,13.5,"['Pasta', 'Vegetarian', 'Cured Meat']",51.70117647058824,54.36922352941176,4.364976470588236,46.06952941176471,2018,Chardonnay,Chï§_eau de Lavernette,100% Chardonnay,France / Bourgogne / Mï§_onnais / Pouilly-Fuissï§,Burgundy Mï§_onnais White,Contains sulfites,https://images.vivino.com/thumbs/QZle20sUTomeqT3H5bUA_A_pb_x600.png,https://www.vivino.com//JP/en/lavernette-pouilly-fuisse-maison-du-villard/w/1229053?year=2018&price_id=27880242
80,Athena's Vineyard Chardonnay,White,3.9,30,39457.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",69.36800000000001,54.36922352941176,21.848823529411767,47.42917647058823,2017,Chardonnay,Bellvale,100% Chardonnay,Australia / Victoria / Gippsland,Australian Chardonnay,Contains sulfites,https://images.vivino.com/thumbs/-bEQzRC9RJ6xyKuEYpAQfw_pb_x600.png,https://www.vivino.com//JP/en/bellvale-athena-s-vineyard-chardonnay-gippsland/w/1084335?year=2017&price_id=26506126
81,Ancienne Pinot Noir,Red,3.9,30,56367.0,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",31.994000000000003,38.35329411764706,15.969529411764706,80.57494117647059,2018,Pinot Noir,Lightfoot & Wolfville,Pinot Noir,Canada / Nova Scotia,Canadian Pinot Noir,Contains sulfites,https://images.vivino.com/thumbs/FeduSUSeQbK8t1ckmSnOjg_pb_x600.png,https://www.vivino.com//JP/en/lightfoot-wolfville-ancienne-pinot-noir-nova-scotia/w/5033957?year=2018&price_id=26006547
82,Pï§_igï§_ Pinot Noir,Red,3.9,31,38842.0,13.0,"['Veal', 'Game (deer, venison)', 'Poultry', 'Mushrooms']",21.683294117647065,31.013529411764708,15.969529411764706,73.06270588235294,2019,Pinot Noir,Vignoble des 2 Lunes,Pinot Noir,France / Alsace,Alsace Pinot Noir,Contains sulfites,https://images.vivino.com/thumbs/wg96Waf8SqyP8xreuZK5kQ_pb_x600.png,https://www.vivino.com//JP/en/vignoble-des-2-lunes-perigee-pinot-noir/w/1772475?year=2019&price_id=26374755
83,"Aimer,Rï§_er, Prier, Se Taire Pinot Noir - Jeues Vignes",Red,3.9,31,78556.0,14.0,"['Beef', 'Pasta', 'Veal']",69.73941176470589,63.612,12.162,70.20141176470588,2015,Pinot Noir,Domaine du Clos des Fï§_s,Pinot Noir,France / Languedoc-Roussillon,Languedoc-Roussillon Red,Contains sulfites,https://images.vivino.com/thumbs/2pxPbM9uSUCcJrA1pMLJeg_pb_x600.png,https://www.vivino.com//JP/en/domaine-du-clos-des-fees-aimer-rever-prier-se-taire-pinot-noir-jeues-vignes-languedoc-roussillon/w/5392461?year=2015&price_id=13153702
84,Les Crenilles Bourgogne,White,3.9,32,31566.0,13.5,"['Pasta', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",79.55741176470589,54.36922352941176,4.076635294117647,59.72988235294118,2018,Chardonnay,Domaine Dubreuil-Fontaine,100% Chardonnay,France / Bourgogne,Burgundy White,Contains sulfites,https://images.vivino.com/thumbs/GYVlzWBjQdeP2hof1XXAGA_pb_x600.png,https://www.vivino.com//JP/en/dubreuil-fontaine-les-crenilles-bourgogne/w/2583960?year=2018&price_id=27681676
85,Calendes Crozes-Hermitage,Red,3.9,33,48476.0,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",75.79858823529412,60.950117647058825,9.359023529411765,52.08411764705883,2020,Shiraz/Syrah,Ferraton Pï§_e & Fils,Shiraz/Syrah,France / Rhone Valley / Northern Rhï§_e / Crozes-Hermitage,Northern Rhï§_e Crozes-Hermitage,Contains sulfites,https://images.vivino.com/thumbs/qlVb7QOuTmKobcIgIHH6LQ_pb_x600.png,https://www.vivino.com//JP/en/ferraton-pere-fils-calendes-crozes-hermitage/w/5143277?year=2020&price_id=27913086
86,Corps de Garde Bourgogne Cï§_es d'Auxerre Blanc,White,3.9,40,54881.0,13.5,"['Pasta', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",62.86929411764706,54.36922352941176,2.9832823529411767,60.515058823529415,2018,Chardonnay,Goisot,Chardonnay,France / Bourgogne / Bourgogne Cï§_es d'Auxerre,Burgundy White,Contains sulfites,https://images.vivino.com/thumbs/XlzRRCDzTpWfpc7qNDeMgQ_pb_x600.png,https://www.vivino.com//JP/en/goisot-corps-de-garde-bourgogne-cotes-d-auxerre-blanc/w/1904854?year=2018&price_id=25991920
87,Lote Especial Syrah,Red,3.9,43,33820.0,14.8,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",83.69341176470589,65.61058823529412,28.405058823529416,49.684705882352944,2019,Shiraz/Syrah,Colomï§,100% Shiraz/Syrah,Argentina / Salta / Calchaqui Valley / Cafayate Valley,Argentinian Syrah,Contains sulfites,https://images.vivino.com/thumbs/nTI8fBc_SZG6Wsl6ZUMYMA_pb_x600.png,https://www.vivino.com//JP/en/colome-lote-especial-syrah/w/1642608?year=2019&price_id=26506190
88,Neo Nervis,White,3.9,41,51110.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2014,Macabeo,La Nouvelle Don(n)e,Macabeo,France / Vin de Pays / Pays d'Oc / Cï§_es Catalanes,,Contains sulfites,https://images.vivino.com/thumbs/SPtB-D1fS2a52hk00n5V9w_pb_x600.png,https://www.vivino.com//JP/en/la-nouvelle-donne-neo-nervis/w/2004505?year=2014&price_id=25837748
89,Hermes Diactoros II,White,3.9,41,37407.0,13.5,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",67.4895294117647,54.36922352941176,17.778470588235297,72.0109411764706,2019,Chardonnay,_ina Romana,Chardonnay,Italy / Lazio,Central Italy White,Contains sulfites,https://images.vivino.com/thumbs/2OUvxaDqQXafLdnkk-771w_pb_x600.png,https://www.vivino.com//JP/en/omina-hermes-diactoros-ii/w/7274536?year=2019&price_id=27838523
90,G17 Syrah,Red,3.9,52,43967.0,14.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",92.828,62.55517647058824,15.969529411764706,58.8355294117647,2018,Shiraz/Syrah,Morgan,100% Shiraz/Syrah,United States / California / Central Coast / Monterey County / Monterey,Californian Syrah,Contains sulfites,https://images.vivino.com/thumbs/LUyvTsDcTIekdsNdCTERWA_pb_x600.png,https://www.vivino.com//JP/en/morgan-g17-syrah/w/83332?year=2018&price_id=28784247
91,Groundwork Syrah,Red,3.9,52,40585.0,14.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",94.17552941176471,73.39223529411765,3.748223529411765,54.82,2017,Shiraz/Syrah,Sans Liege Wines,100% Shiraz/Syrah,United States / California / Central Coast / Santa Barbara County,Californian Syrah,Contains sulfites,https://images.vivino.com/thumbs/mdPmFYC8RTy__A_rhiaaPw_pb_x600.png,https://www.vivino.com//JP/en/sans-liege-wines-groundwork-syrah-santa-barbara-county/w/5901531?year=2017&price_id=20946731
92,Ravan,White,3.9,52,60877.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2016,Sauvignon Blanc,Kabaj,Sauvignon Blanc,Slovenia / Primorje / Gori_a Brda,,Contains sulfites,https://images.vivino.com/thumbs/dZtcxqKKSjekz3AMlcv-lA_pb_x600.png,https://www.vivino.com//JP/en/kabaj-ravan/w/2213269?year=2016&price_id=27528532
93,Gewï§_ztraminer Alsace Grand Cru 'Zotzenberg',White,3.9,53,42019.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Spicy food', 'Poultry', 'Mild and soft cheese']",75.7584705882353,54.36922352941176,44.16411764705882,19.84517647058824,2017,Gewï§_ztraminer,Lucas & Andrï§ Rieffel,Gewï§_ztraminer,France / Alsace / Alsace Grand Cru / Alsace Grand Cru 'Zotzenberg',Alsace Gewï§_ztraminer,Contains sulfites,https://images.vivino.com/thumbs/useU2jXURMqdQnV9kA1c2A_150x200.jpg,https://www.vivino.com//JP/en/lucas-et-andre-rieffel-gewurztraminer-alsace-grand-cru-zotzenberg/w/1237956?year=2017&price_id=26252212
94,Winkeler Riesling Trocken,White,3.9,54,37202.0,13.5,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",43.85211764705882,54.36922352941176,11.498741176470588,83.77482352941178,2020,Riesling,Allendorf,Riesling,Germany / Rheingau,German Riesling,Contains sulfites,https://images.vivino.com/thumbs/PyaClqEQRFufj-NmKqaVuA_pb_x600.png,https://www.vivino.com//JP/en/allendorf-26696-winkeler-riesling-trocken-l4083/w/6431983?year=2020&price_id=29606550
95,Late Bottled Vintage Port,Fortified,3.9,54,27056.0,19.5,"['Beef', 'Mature and hard cheese']",68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2016,Blend,Quevedo,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao, Tinta Barroca",Portugal / Duriense / Porto,Late Bottled Vintage Port,Contains sulfites,https://images.vivino.com/thumbs/QqJbwqoASu23B438vpQsXw_pb_x600.png,https://www.vivino.com//JP/en/pt-quevedo-late-bottled-vintage-port/w/1180569?year=2016&price_id=29005082
